Date.Time,Unit,Value
11/29/2021 22:30,C,24
11/29/2021 23:30,C,25
11/30/2021 0:30,C,25
11/30/2021 1:30,C,25
11/30/2021 2:30,C,25
11/30/2021 3:30,C,25
11/30/2021 4:30,C,25
11/30/2021 5:30,C,25
11/30/2021 6:30,C,25
11/30/2021 7:30,C,25
11/30/2021 8:30,C,25
11/30/2021 9:30,C,25
11/30/2021 10:30,C,25
11/30/2021 11:30,C,25
11/30/2021 12:30,C,25
11/30/2021 13:30,C,25
11/30/2021 14:30,C,25
11/30/2021 15:30,C,25
11/30/2021 16:30,C,25
11/30/2021 17:30,C,25
11/30/2021 18:30,C,24
11/30/2021 19:30,C,24
11/30/2021 20:30,C,24
11/30/2021 21:30,C,24
11/30/2021 22:30,C,24
11/30/2021 23:30,C,24.5
12/1/2021 0:30,C,25
12/1/2021 1:30,C,25
12/1/2021 2:30,C,25
12/1/2021 3:30,C,25
12/1/2021 4:30,C,25
12/1/2021 5:30,C,25
12/1/2021 6:30,C,24.5
12/1/2021 7:30,C,25
12/1/2021 8:30,C,25
12/1/2021 9:30,C,24.5
12/1/2021 10:30,C,24.5
12/1/2021 11:30,C,25
12/1/2021 12:30,C,25
12/1/2021 13:30,C,25
12/1/2021 14:30,C,24.5
12/1/2021 15:30,C,25
12/1/2021 16:30,C,25
12/1/2021 17:30,C,25
12/1/2021 18:30,C,24
12/1/2021 19:30,C,24
12/1/2021 20:30,C,24
12/1/2021 21:30,C,24
12/1/2021 22:30,C,24
12/1/2021 23:30,C,24.5
12/2/2021 0:30,C,24.5
12/2/2021 1:30,C,25
12/2/2021 2:30,C,24.5
12/2/2021 3:30,C,24.5
12/2/2021 4:30,C,24.5
12/2/2021 5:30,C,25
12/2/2021 6:30,C,24.5
12/2/2021 7:30,C,24.5
12/2/2021 8:30,C,25
12/2/2021 9:30,C,25
12/2/2021 10:30,C,24.5
12/2/2021 11:30,C,24.5
12/2/2021 12:30,C,24.5
12/2/2021 13:30,C,24.5
12/2/2021 14:30,C,24.5
12/2/2021 15:30,C,24.5
12/2/2021 16:30,C,24.5
12/2/2021 17:30,C,24.5
12/2/2021 18:30,C,24
12/2/2021 19:30,C,24
12/2/2021 20:30,C,24
12/2/2021 21:30,C,24
12/2/2021 22:30,C,24
12/2/2021 23:30,C,24.5
12/3/2021 0:30,C,24.5
12/3/2021 1:30,C,24.5
12/3/2021 2:30,C,24.5
12/3/2021 3:30,C,24.5
12/3/2021 4:30,C,24.5
12/3/2021 5:30,C,24.5
12/3/2021 6:30,C,24.5
12/3/2021 7:30,C,24.5
12/3/2021 8:30,C,24.5
12/3/2021 9:30,C,24.5
12/3/2021 10:30,C,25
12/3/2021 11:30,C,24.5
12/3/2021 12:30,C,25
12/3/2021 13:30,C,24.5
12/3/2021 14:30,C,25
12/3/2021 15:30,C,24.5
12/3/2021 16:30,C,25
12/3/2021 17:30,C,24.5
12/3/2021 18:30,C,24
12/3/2021 19:30,C,24
12/3/2021 20:30,C,24
12/3/2021 21:30,C,24
12/3/2021 22:30,C,24
12/3/2021 23:30,C,24.5
12/4/2021 0:30,C,24.5
12/4/2021 1:30,C,25
12/4/2021 2:30,C,24.5
12/4/2021 3:30,C,24.5
12/4/2021 4:30,C,24.5
12/4/2021 5:30,C,24.5
12/4/2021 6:30,C,24.5
12/4/2021 7:30,C,24.5
12/4/2021 8:30,C,25
12/4/2021 9:30,C,24.5
12/4/2021 10:30,C,25
12/4/2021 11:30,C,24.5
12/4/2021 12:30,C,24.5
12/4/2021 13:30,C,24.5
12/4/2021 14:30,C,24.5
12/4/2021 15:30,C,24.5
12/4/2021 16:30,C,24.5
12/4/2021 17:30,C,24.5
12/4/2021 18:30,C,24
12/4/2021 19:30,C,24
12/4/2021 20:30,C,24
12/4/2021 21:30,C,24
12/4/2021 22:30,C,23.5
12/4/2021 23:30,C,24.5
12/5/2021 0:30,C,24.5
12/5/2021 1:30,C,24.5
12/5/2021 2:30,C,24.5
12/5/2021 3:30,C,24.5
12/5/2021 4:30,C,24.5
12/5/2021 5:30,C,24.5
12/5/2021 6:30,C,24.5
12/5/2021 7:30,C,24.5
12/5/2021 8:30,C,24.5
12/5/2021 9:30,C,24.5
12/5/2021 10:30,C,25
12/5/2021 11:30,C,25
12/5/2021 12:30,C,25
12/5/2021 13:30,C,25
12/5/2021 14:30,C,25
12/5/2021 15:30,C,25
12/5/2021 16:30,C,25
12/5/2021 17:30,C,24.5
12/5/2021 18:30,C,24
12/5/2021 19:30,C,24
12/5/2021 20:30,C,24
12/5/2021 21:30,C,24
12/5/2021 22:30,C,24
12/5/2021 23:30,C,24.5
12/6/2021 0:30,C,24.5
12/6/2021 1:30,C,24.5
12/6/2021 2:30,C,24.5
12/6/2021 3:30,C,24.5
12/6/2021 4:30,C,24.5
12/6/2021 5:30,C,24.5
12/6/2021 6:30,C,24.5
12/6/2021 7:30,C,24.5
12/6/2021 8:30,C,24.5
12/6/2021 9:30,C,24.5
12/6/2021 10:30,C,25
12/6/2021 11:30,C,24.5
12/6/2021 12:30,C,25
12/6/2021 13:30,C,25
12/6/2021 14:30,C,25
12/6/2021 15:30,C,25
12/6/2021 16:30,C,25
12/6/2021 17:30,C,25
12/6/2021 18:30,C,24
12/6/2021 19:30,C,24
12/6/2021 20:30,C,24
12/6/2021 21:30,C,24
12/6/2021 22:30,C,24
12/6/2021 23:30,C,24.5
12/7/2021 0:30,C,25
12/7/2021 1:30,C,25
12/7/2021 2:30,C,25
12/7/2021 3:30,C,25
12/7/2021 4:30,C,25
12/7/2021 5:30,C,25
12/7/2021 6:30,C,25
12/7/2021 7:30,C,25
12/7/2021 8:30,C,25
12/7/2021 9:30,C,24.5
12/7/2021 10:30,C,24.5
12/7/2021 11:30,C,24.5
12/7/2021 12:30,C,25
12/7/2021 13:30,C,25
12/7/2021 14:30,C,25
12/7/2021 15:30,C,25
12/7/2021 16:30,C,25
12/7/2021 17:30,C,25
12/7/2021 18:30,C,24
12/7/2021 19:30,C,24
12/7/2021 20:30,C,24
12/7/2021 21:30,C,24
12/7/2021 22:30,C,24
12/7/2021 23:30,C,24.5
12/8/2021 0:30,C,24.5
12/8/2021 1:30,C,24.5
12/8/2021 2:30,C,24.5
12/8/2021 3:30,C,24.5
12/8/2021 4:30,C,24.5
12/8/2021 5:30,C,24.5
12/8/2021 6:30,C,24.5
12/8/2021 7:30,C,24.5
12/8/2021 8:30,C,24.5
12/8/2021 9:30,C,25
12/8/2021 10:30,C,25
12/8/2021 11:30,C,25
12/8/2021 12:30,C,25
12/8/2021 13:30,C,25
12/8/2021 14:30,C,25
12/8/2021 15:30,C,25
12/8/2021 16:30,C,25
12/8/2021 17:30,C,25
12/8/2021 18:30,C,24
12/8/2021 19:30,C,24
12/8/2021 20:30,C,24
12/8/2021 21:30,C,24
12/8/2021 22:30,C,24
12/8/2021 23:30,C,24.5
12/9/2021 0:30,C,25
12/9/2021 1:30,C,25
12/9/2021 2:30,C,25
12/9/2021 3:30,C,25
12/9/2021 4:30,C,25
12/9/2021 5:30,C,25
12/9/2021 6:30,C,25
12/9/2021 7:30,C,25
12/9/2021 8:30,C,25
12/9/2021 9:30,C,25
12/9/2021 10:30,C,25
12/9/2021 11:30,C,25
12/9/2021 12:30,C,25
12/9/2021 13:30,C,25
12/9/2021 14:30,C,25
12/9/2021 15:30,C,25
12/9/2021 16:30,C,25
12/9/2021 17:30,C,25
12/9/2021 18:30,C,24
12/9/2021 19:30,C,24
12/9/2021 20:30,C,24
12/9/2021 21:30,C,24
12/9/2021 22:30,C,24
12/9/2021 23:30,C,25
12/10/2021 0:30,C,25
12/10/2021 1:30,C,25
12/10/2021 2:30,C,25
12/10/2021 3:30,C,25
12/10/2021 4:30,C,25
12/10/2021 5:30,C,25
12/10/2021 6:30,C,25
12/10/2021 7:30,C,25
12/10/2021 8:30,C,25
12/10/2021 9:30,C,25
12/10/2021 10:30,C,25
12/10/2021 11:30,C,25
12/10/2021 12:30,C,25
12/10/2021 13:30,C,25
12/10/2021 14:30,C,25
12/10/2021 15:30,C,25
12/10/2021 16:30,C,25
12/10/2021 17:30,C,25
12/10/2021 18:30,C,24
12/10/2021 19:30,C,24
12/10/2021 20:30,C,24
12/10/2021 21:30,C,24
12/10/2021 22:30,C,24
12/10/2021 23:30,C,25
12/11/2021 0:30,C,25
12/11/2021 1:30,C,25
12/11/2021 2:30,C,25
12/11/2021 3:30,C,25
12/11/2021 4:30,C,25
12/11/2021 5:30,C,25
12/11/2021 6:30,C,25
12/11/2021 7:30,C,25
12/11/2021 8:30,C,25
12/11/2021 9:30,C,25
12/11/2021 10:30,C,24.5
12/11/2021 11:30,C,24.5
12/11/2021 12:30,C,24.5
12/11/2021 13:30,C,25
12/11/2021 14:30,C,24.5
12/11/2021 15:30,C,24.5
12/11/2021 16:30,C,25
12/11/2021 17:30,C,24.5
12/11/2021 18:30,C,24
12/11/2021 19:30,C,24
12/11/2021 20:30,C,24
12/11/2021 21:30,C,24
12/11/2021 22:30,C,24
12/11/2021 23:30,C,24.5
12/12/2021 0:30,C,24.5
12/12/2021 1:30,C,24.5
12/12/2021 2:30,C,24.5
12/12/2021 3:30,C,24.5
12/12/2021 4:30,C,24.5
12/12/2021 5:30,C,24.5
12/12/2021 6:30,C,25
12/12/2021 7:30,C,24.5
12/12/2021 8:30,C,25
12/12/2021 9:30,C,24.5
12/12/2021 10:30,C,24.5
12/12/2021 11:30,C,25
12/12/2021 12:30,C,24.5
12/12/2021 13:30,C,25
12/12/2021 14:30,C,24.5
12/12/2021 15:30,C,25
12/12/2021 16:30,C,25
12/12/2021 17:30,C,24.5
12/12/2021 18:30,C,24
12/12/2021 19:30,C,24
12/12/2021 20:30,C,24
12/12/2021 21:30,C,24
12/12/2021 22:30,C,24
12/12/2021 23:30,C,24.5
12/13/2021 0:30,C,24.5
12/13/2021 1:30,C,24.5
12/13/2021 2:30,C,25
12/13/2021 3:30,C,24.5
12/13/2021 4:30,C,25
12/13/2021 5:30,C,24.5
12/13/2021 6:30,C,25
12/13/2021 7:30,C,24.5
12/13/2021 8:30,C,24.5
12/13/2021 9:30,C,25
12/13/2021 10:30,C,24.5
12/13/2021 11:30,C,24.5
12/13/2021 12:30,C,24.5
12/13/2021 13:30,C,24.5
12/13/2021 14:30,C,24.5
12/13/2021 15:30,C,24.5
12/13/2021 16:30,C,25
12/13/2021 17:30,C,25
12/13/2021 18:30,C,24
12/13/2021 19:30,C,24
12/13/2021 20:30,C,24
12/13/2021 21:30,C,23.5
12/13/2021 22:30,C,24
12/13/2021 23:30,C,24.5
12/14/2021 0:30,C,24.5
12/14/2021 1:30,C,24.5
12/14/2021 2:30,C,24.5
12/14/2021 3:30,C,24.5
12/14/2021 4:30,C,24.5
12/14/2021 5:30,C,24.5
12/14/2021 6:30,C,24.5
12/14/2021 7:30,C,24.5
12/14/2021 8:30,C,25
12/14/2021 9:30,C,24.5
12/14/2021 10:30,C,25
12/14/2021 11:30,C,25
12/14/2021 12:30,C,25
12/14/2021 13:30,C,25
12/14/2021 14:30,C,25
12/14/2021 15:30,C,25
12/14/2021 16:30,C,25
12/14/2021 17:30,C,25
12/14/2021 18:30,C,24
12/14/2021 19:30,C,24
12/14/2021 20:30,C,24
12/14/2021 21:30,C,24
12/14/2021 22:30,C,24
12/14/2021 23:30,C,24.5
12/15/2021 0:30,C,25
12/15/2021 1:30,C,25
12/15/2021 2:30,C,25
12/15/2021 3:30,C,25
12/15/2021 4:30,C,25
12/15/2021 5:30,C,25
12/15/2021 6:30,C,25
12/15/2021 7:30,C,25
12/15/2021 8:30,C,25
12/15/2021 9:30,C,25
12/15/2021 10:30,C,25
12/15/2021 11:30,C,24.5
12/15/2021 12:30,C,24.5
12/15/2021 13:30,C,24.5
12/15/2021 14:30,C,25
12/15/2021 15:30,C,24.5
12/15/2021 16:30,C,24.5
12/15/2021 17:30,C,25
12/15/2021 18:30,C,24
12/15/2021 19:30,C,24
12/15/2021 20:30,C,24
12/15/2021 21:30,C,24
12/15/2021 22:30,C,23.5
12/15/2021 23:30,C,24.5
12/16/2021 0:30,C,24.5
12/16/2021 1:30,C,24.5
12/16/2021 2:30,C,24.5
12/16/2021 3:30,C,24.5
12/16/2021 4:30,C,24.5
12/16/2021 5:30,C,24.5
12/16/2021 6:30,C,24.5
12/16/2021 7:30,C,24.5
12/16/2021 8:30,C,24.5
12/16/2021 9:30,C,24.5
12/16/2021 10:30,C,24.5
12/16/2021 11:30,C,24.5
12/16/2021 12:30,C,24.5
12/16/2021 13:30,C,24.5
12/16/2021 14:30,C,24.5
12/16/2021 15:30,C,24.5
12/16/2021 16:30,C,24.5
12/16/2021 17:30,C,24.5
12/16/2021 18:30,C,24
12/16/2021 19:30,C,24
12/16/2021 20:30,C,23.5
12/16/2021 21:30,C,23.5
12/16/2021 22:30,C,24
12/16/2021 23:30,C,24.5
12/17/2021 0:30,C,24.5
12/17/2021 1:30,C,24.5
12/17/2021 2:30,C,24.5
12/17/2021 3:30,C,24.5
12/17/2021 4:30,C,24.5
12/17/2021 5:30,C,24.5
12/17/2021 6:30,C,24.5
12/17/2021 7:30,C,24.5
12/17/2021 8:30,C,24.5
12/17/2021 9:30,C,25
12/17/2021 10:30,C,24.5
12/17/2021 11:30,C,24.5
12/17/2021 12:30,C,24.5
12/17/2021 13:30,C,25
12/17/2021 14:30,C,25
12/17/2021 15:30,C,25
12/17/2021 16:30,C,25
12/17/2021 17:30,C,25
12/17/2021 18:30,C,24
12/17/2021 19:30,C,24
12/17/2021 20:30,C,24
12/17/2021 21:30,C,24
12/17/2021 22:30,C,23.5
12/17/2021 23:30,C,24.5
12/18/2021 0:30,C,24.5
12/18/2021 1:30,C,24.5
12/18/2021 2:30,C,25
12/18/2021 3:30,C,24.5
12/18/2021 4:30,C,24.5
12/18/2021 5:30,C,24.5
12/18/2021 6:30,C,24.5
12/18/2021 7:30,C,24.5
12/18/2021 8:30,C,25
12/18/2021 9:30,C,25
12/18/2021 10:30,C,24.5
12/18/2021 11:30,C,24.5
12/18/2021 12:30,C,24.5
12/18/2021 13:30,C,24.5
12/18/2021 14:30,C,25
12/18/2021 15:30,C,24.5
12/18/2021 16:30,C,24.5
12/18/2021 17:30,C,24.5
12/18/2021 18:30,C,24
12/18/2021 19:30,C,24
12/18/2021 20:30,C,23.5
12/18/2021 21:30,C,23.5
12/18/2021 22:30,C,24
12/18/2021 23:30,C,24.5
12/19/2021 0:30,C,24.5
12/19/2021 1:30,C,24.5
12/19/2021 2:30,C,24.5
12/19/2021 3:30,C,24.5
12/19/2021 4:30,C,24.5
12/19/2021 5:30,C,24.5
12/19/2021 6:30,C,24.5
12/19/2021 7:30,C,24.5
12/19/2021 8:30,C,25
12/19/2021 9:30,C,24.5
12/19/2021 10:30,C,24.5
12/19/2021 11:30,C,24.5
12/19/2021 12:30,C,25
12/19/2021 13:30,C,25
12/19/2021 14:30,C,24.5
12/19/2021 15:30,C,24.5
12/19/2021 16:30,C,24.5
12/19/2021 17:30,C,25
12/19/2021 18:30,C,24
12/19/2021 19:30,C,24
12/19/2021 20:30,C,24
12/19/2021 21:30,C,24
12/19/2021 22:30,C,23.5
12/19/2021 23:30,C,24.5
12/20/2021 0:30,C,24.5
12/20/2021 1:30,C,24.5
12/20/2021 2:30,C,24.5
12/20/2021 3:30,C,24.5
12/20/2021 4:30,C,24.5
12/20/2021 5:30,C,24.5
12/20/2021 6:30,C,24.5
12/20/2021 7:30,C,25
12/20/2021 8:30,C,24.5
12/20/2021 9:30,C,24.5
12/20/2021 10:30,C,25
12/20/2021 11:30,C,25
12/20/2021 12:30,C,25
12/20/2021 13:30,C,25
12/20/2021 14:30,C,25
12/20/2021 15:30,C,25
12/20/2021 16:30,C,25
12/20/2021 17:30,C,25
12/20/2021 18:30,C,24
12/20/2021 19:30,C,24
12/20/2021 20:30,C,23.5
12/20/2021 21:30,C,24
12/20/2021 22:30,C,24
12/20/2021 23:30,C,25
12/21/2021 0:30,C,25
12/21/2021 1:30,C,25
12/21/2021 2:30,C,25
12/21/2021 3:30,C,25
12/21/2021 4:30,C,25
12/21/2021 5:30,C,25
12/21/2021 6:30,C,25
12/21/2021 7:30,C,25
12/21/2021 8:30,C,25
12/21/2021 9:30,C,25
12/21/2021 10:30,C,22
