"","Population","treatment","mf","biomass","X3MSO","OHAlkenyl","X4MSO","Allyl","X5MSO","Butenyl","X3MT","MSOO","OHI3M","X4MT","Flavonol16","I3M","Flavonol17","Flavonol18","Indole","totalaliphatic","totalindole","totalGSL","totalflavonoid","logGSL","logindoles","logaliphatics","logflavonoids","shannon_diversity","cwd","ppt","pck","tmin","tmax","elevation","str","avg_growing_season","contemporary_PC1","contemporary_PC2","historic_PC1","historic_PC2"
"1","BH","C",5,0.32,0,0,30.20579,27.18941,0,1531.9071,0,31.33564,0,14.41383,16.79689,88.85563,26.43199,50.44066,28.72253,1635.05177,117.57816,1752.62993,93.66954,7.46887275596081,4.76710330393178,7.39942974643863,4.53977305635172,0.804037524866918,27953.0299186707,17870.0900488012,0,8.6922043134929,23.5017741957018,511.4294422,131320.160583496,10.8333333333333,-2.89325512095044,1.01507186067101,-3.02254993641818,0.843054151490829
"2","BH","C",7,0.07,0,0,28.57827,15.48263,0,981.41779,0,57.59153,0,8.42368,30.31212,24.25251,0,17.59289,7.68715,1091.4939,31.93966,1123.43356,47.90501,7.02414495325013,3.46384849777091,6.9953025873349,3.86922009184929,0.750500072589879,27953.0299186707,17870.0900488012,0,8.6922043134929,23.5017741957018,511.4294422,131320.160583496,10.8333333333333,-2.89325512095044,1.01507186067101,-3.02254993641818,0.843054151490829
"3","BH","C",9,0.19,14.81113,0,0,359.88889,0,29.24652,31.3145,8.4459,0,0,13.86213,11.20167,0,28.27715,9.8219,443.70694,21.02357,464.73051,42.13928,6.14145768919718,3.04564418927721,6.09516429946155,3.74098032232595,1.17132132674564,27953.0299186707,17870.0900488012,0,8.6922043134929,23.5017741957018,511.4294422,131320.160583496,10.8333333333333,-2.89325512095044,1.01507186067101,-3.02254993641818,0.843054151490829
"4","BH","C",17,0.16,0,0,0,61.40265,0,423.57709,0,0,0,0,20.98177,0,19.16614,158.01237,7.24828,484.97974,7.24828,492.22802,198.16028,6.19894206441463,1.98076419934109,6.18410711686908,5.2890761981797,1.10594531463058,27953.0299186707,17870.0900488012,0,8.6922043134929,23.5017741957018,511.4294422,131320.160583496,10.8333333333333,-2.89325512095044,1.01507186067101,-3.02254993641818,0.843054151490829
"5","BH","CW",5,0.17,24.27959,0,0,522.35645,0,132.97873,34.1317,0,10.07574,0,26.90035,101.96323,0,48.74755,28.0017,713.74647,140.04067,853.78714,75.6479,6.749681912135,4.94193288042235,6.57052781524871,4.32608968043069,1.47275323248137,27953.0299186707,17870.0900488012,0,8.6922043134929,23.5017741957018,511.4294422,131320.160583496,10.8333333333333,-2.89325512095044,1.01507186067101,-3.02254993641818,0.843054151490829
"6","BH","CW",7,0.11,0,120.30284,60.8937,0,0,168.03502,0,0,0,0,11.46307,198.63205,0,40.09261,19.01385,349.23156,217.6459,566.87746,51.55568,6.34014316044102,5.3828694302376,5.85573519788847,3.94266238868023,1.62389959389138,27953.0299186707,17870.0900488012,0,8.6922043134929,23.5017741957018,511.4294422,131320.160583496,10.8333333333333,-2.89325512095044,1.01507186067101,-3.02254993641818,0.843054151490829
"7","BH","CW",9,0.1,31.43873,0,0,599.22467,0,20.49561,51.01878,45.06938,7.35133,12.11376,13.5891,107.96035,0,44.0093,12.86921,759.36093,128.18089,887.54182,57.5984,6.78845564136617,4.85344246941287,6.6324771979622,4.05349478953826,1.39162875729861,27953.0299186707,17870.0900488012,0,8.6922043134929,23.5017741957018,511.4294422,131320.160583496,10.8333333333333,-2.89325512095044,1.01507186067101,-3.02254993641818,0.843054151490829
"8","BH","CW",17,0.22,30.74951,0,29.59467,61.65189,0,210.37416,20.43958,0,0,12.64296,10.44502,13.85369,0,35.85932,34.28445,365.45277,48.13814,413.59091,46.30434,6.02487734519642,3.87407479430063,5.90113705059394,3.83523569320028,1.80569888249149,27953.0299186707,17870.0900488012,0,8.6922043134929,23.5017741957018,511.4294422,131320.160583496,10.8333333333333,-2.89325512095044,1.01507186067101,-3.02254993641818,0.843054151490829
"9","CP2","C",1,0.215,0,0,83.63922,0,24.178985,684.48727,0,14.58521,0,8.496855,23.29688,37.102095,10.95885,17.81433,28.779345,815.38754,65.88144,881.26898,52.07006,6.7773247293046,4.08291858970801,6.69486273600666,3.9343472922132,1.06447481379469,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"10","CP2","C",2,0.41,0,0,62.515765,0,21.39421,720.980405,0,12.586545,0,13.58812,66.21452,61.10425,32.66856,47.69637,3.516405,831.065045,64.620655,895.6857,146.57945,6.79607497089829,4.15861145667327,6.72153671308883,4.92847212209908,1.19939511655016,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"11","CP2","C",7,0.225,0,25.45615,0,17.161675,22.192145,1084.79129,0,53.744755,0,6.80873,22.942875,182.494475,19.26994,75.88229,19.98321,1210.154745,202.477685,1412.63243,118.095105,6.94733756363402,4.29115584989147,6.84188784302064,4.76758848163603,1.1040757949335,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"12","CP2","C",11,0.265,8.61807,0,18.48233,62.881475,14.034605,546.621905,18.892955,7.162075,0,0,14.79513,42.855985,3.9381,9.04719,4.8818,676.693415,47.737785,724.4312,27.78042,6.38062009983851,3.70058999249967,6.30939404912402,3.23956453749572,1.17894515144732,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"13","CP2","C",13,0.34,0,0,57.5823,8.127485,6.692885,349.59953,0,5.351185,0,0,27.860145,59.452825,3.46527,14.708275,19.262275,427.353385,78.7151,506.068485,46.03369,6.02495244289253,4.05987501545327,5.87133755236966,3.823196753445,1.28127888971676,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"14","CP2","C",14,0.28,0,0,54.71665,0,10.135745,260.68395,0,0,0,0,25.366725,37.38306,0,36.431605,24.41283,325.536345,61.79589,387.332235,61.79833,5.95888283169084,4.02292853462411,5.77884112229723,4.06812832968402,1.33480579207125,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"15","CP2","C",15,0.315,10.92829,0,48.127335,31.997425,13.083075,485.58435,11.92739,9.54645,0,10.438935,22.60397,88.51609,11.77931,42.693375,10.94068,621.63325,99.45677,721.09002,77.076655,6.55163159849035,4.13077379681063,6.42079291842695,4.20975328565129,1.42150443846015,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"16","CP2","C",17,0.415,30.296255,0,0,186.57904,10.69708,242.955155,12.403725,0,0,0,13.29243,15.602735,3.661485,49.555675,48.458245,482.931255,64.06098,546.992235,66.50959,6.30324148326949,4.15917298923458,6.17859911313445,4.14802063812162,1.0759949833098,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"17","CP2","CW",1,0.36,0,0,118.26564,7.264275,54.120035,1144.16455,0,16.35892,0,17.02966,26.38588,164.520045,12.290215,21.740615,3.316505,1357.20308,167.83655,1525.03963,60.41671,7.31681257310183,5.087475274478,7.20220118147463,4.05762377429965,1.07259228240233,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"18","CP2","CW",2,0.275,0,0,19.555795,6.76576,17.16566,334.620865,0,0,9.24763,5.907725,37.5386,148.573505,0,63.06415,16.43978,384.015805,174.260915,558.27672,100.60275,6.32292746272804,4.94979588705777,5.93495794743537,4.58002150282332,1.41509131468296,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"19","CP2","CW",7,0.425,0,0,38.53732,27.120805,9.93328,955.23508,0,0,0,0,23.73105,54.229075,8.837425,28.9857,9.46015,1030.826485,63.689225,1094.51571,61.554175,6.82693777052503,4.14456230216205,6.74736750278956,4.08698434255979,0.905014679802063,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"20","CP2","CW",11,0.4,0,0,51.67308,0,9.31883,642.684415,0,31.040575,0,13.28583,41.840505,16.98718,9.040545,30.582595,5.469715,748.00273,22.456895,770.459625,81.463645,6.64691536239852,2.95898990786961,6.61702150365678,4.32114524531516,0.946557444601163,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"21","CP2","CW",13,0.21,8.74158,0,25.685535,644.54065,7.698915,202.604185,0,0,0,0,12.4655,73.42716,6.879345,69.43275,34.31926,889.270865,107.74642,997.017285,88.777595,6.75596255154877,4.61840957137852,6.62725003193759,4.28035975139061,0.982386915457333,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"22","CP2","CW",14,0.325,21.82126,0,18.24293,116.94722,0,106.454705,19.75004,0,0,0,8.06443,225.389345,10.652045,67.526225,36.111195,283.216155,261.50054,544.716695,86.2427,6.24846727259941,5.092066480307,5.63902884001305,4.42855665204452,1.30943464436754,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"23","CP2","CW",15,0.45,0,71.569225,16.850645,25.769995,24.31986,306.50481,0,0,0,7.89362,27.30258,154.35637,3.779595,36.26478,5.41141,452.908155,159.76778,612.675935,67.346955,6.37943175778276,4.95833451493224,6.09364395862842,4.20442561308888,1.6220869795893,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"24","CP2","CW",17,0.28,0,0,39.24803,5.023625,7.226515,284.4329,0,0,0,4.09681,16.362035,106.99065,0,17.54943,6.96286,340.02788,113.95351,453.98139,33.911465,6.1180106857923,4.61867099819906,5.81907201124983,3.52284995963193,1.21323489071481,23132.8300876617,38781.1799707357,73901.1400728226,1.03360215648608,13.3947849449932,2244.132886,161978.220123291,7.35483870967742,1.88321710218922,0.241788680536442,1.87772915599776,0.252083344368644
"25","DPR","C",3,0.38,14.7274,0,32.80556,87.744375,9.384725,539.68285,14.587045,10.028855,0,6.20933,34.971715,74.06626,5.40011,29.131085,6.761915,715.17014,80.828175,795.998315,69.50291,6.67788279228126,4.36120123281729,6.57182243993357,4.21882079944969,1.29591444128125,10081.3499743938,44804.4900550414,3364.68001177721,7.69508064944317,20.1959946168366,1018.591893,370330.733764648,10.9677419354839,-1.05725533908295,-3.8326771550192,-0.890579169510509,-3.76796894400805
"26","DPR","C",4,0.44,22.80636,0,37.5803,142.000795,0,163.09737,41.384695,6.702045,0,19.80796,34.516975,65.030815,13.883805,65.521915,22.56958,433.379525,87.600395,520.97992,113.922695,6.18637231738002,4.43833904155087,5.99344496919599,4.63827211691836,1.78361351026452,10081.3499743938,44804.4900550414,3364.68001177721,7.69508064944317,20.1959946168366,1018.591893,370330.733764648,10.9677419354839,-1.05725533908295,-3.8326771550192,-0.890579169510509,-3.76796894400805
"27","DPR","C",10,0.355,11.997415,0,26.99399,43.51676,11.09419,542.42049,6.18438,0,0,9.556005,19.47603,64.066365,0,43.467125,10.08345,651.76323,74.149815,725.913045,62.943155,6.478226109405,4.17836464365955,6.37246165609892,4.07482252419844,1.26377098845322,10081.3499743938,44804.4900550414,3364.68001177721,7.69508064944317,20.1959946168366,1018.591893,370330.733764648,10.9677419354839,-1.05725533908295,-3.8326771550192,-0.890579169510509,-3.76796894400805
"28","DPR","CW",3,0.145,25.722425,0,28.30973,152.131675,0,355.215655,13.871165,7.995515,0,5.942965,12.368015,512.914505,0,44.398705,12.20117,589.18913,525.115675,1114.304805,56.76672,6.9935856412375,6.23743559674515,6.3594540524101,4.02107515783174,1.4676934544673,10081.3499743938,44804.4900550414,3364.68001177721,7.69508064944317,20.1959946168366,1018.591893,370330.733764648,10.9677419354839,-1.05725533908295,-3.8326771550192,-0.890579169510509,-3.76796894400805
"29","DPR","CW",4,0.165,11.68046,0,6.798465,91.800775,0,641.68654,57.79906,8.32596,0,29.5454,19.297825,36.64558,0,29.36818,18.70291,847.63666,55.34849,902.98515,48.666005,6.75911134589048,3.7040954527051,6.70360509675552,3.87748574347744,1.21506607888836,10081.3499743938,44804.4900550414,3364.68001177721,7.69508064944317,20.1959946168366,1018.591893,370330.733764648,10.9677419354839,-1.05725533908295,-3.8326771550192,-0.890579169510509,-3.76796894400805
"30","DPR","CW",10,0.23,0,0,44.49602,13.89088,0,1082.75269,0,85.75382,0,29.11982,25.72775,22.56154,0,35.48731,36.48065,1256.01323,59.04219,1315.05542,61.21506,7.1816340882105,4.07825227310021,7.13569788041216,4.11439323767732,0.932914262119824,10081.3499743938,44804.4900550414,3364.68001177721,7.69508064944317,20.1959946168366,1018.591893,370330.733764648,10.9677419354839,-1.05725533908295,-3.8326771550192,-0.890579169510509,-3.76796894400805
"31","IH","C",1,0.16,42.47265,0,0,150.976945,0,417.223665,15.34481,29.192355,0,0,13.645365,14.09034,9.421215,30.04299,21.810135,655.210425,35.900475,691.1109,53.10957,6.47426499683556,3.58048501731584,6.41263563824787,3.5910880426249,1.01691599056741,18058.4599728584,32880.6099669933,69.729998588562,8.56411291334418,22.2007526249014,454.1298385,155613.267623901,10.9354838709677,-2.15717199469877,-0.974808488724364,-2.21605251371753,-0.921321928074028
"32","IH","C",9,0.3,46.82732,0,0,177.18735,0,22.48878,33.32777,0,0,0,0,0,0,81.43002,102.80748,279.83122,102.80748,382.6387,81.43002,5.94709120191697,4.63285811301991,5.63418663570662,4.39974400108874,1.57414145412603,18058.4599728584,32880.6099669933,69.729998588562,8.56411291334418,22.2007526249014,454.1298385,155613.267623901,10.9354838709677,-2.15717199469877,-0.974808488724364,-2.21605251371753,-0.921321928074028
"33","IH","C",10,0.21,155.246455,0,0,1036.46445,28.7411,22.880205,35.383795,5.659735,0,4.789215,21.29097,113.317565,25.553735,63.595725,8.488835,1289.164955,121.8064,1410.971355,110.44043,7.10453505927595,3.95336047629084,7.03826967951172,4.46565855688518,1.16487914245636,18058.4599728584,32880.6099669933,69.729998588562,8.56411291334418,22.2007526249014,454.1298385,155613.267623901,10.9354838709677,-2.15717199469877,-0.974808488724364,-2.21605251371753,-0.921321928074028
"34","IH","CW",1,0.175,85.03542,0,0,793.118895,30.07087,198.001145,23.23208,15.90276,0,6.7478,15.312765,53.323175,9.223365,84.69323,25.80148,1152.10897,79.124655,1231.233625,109.22936,7.05731782069468,4.24420715918268,6.99444914292899,4.12977221581257,1.24240373322128,18058.4599728584,32880.6099669933,69.729998588562,8.56411291334418,22.2007526249014,454.1298385,155613.267623901,10.9354838709677,-2.15717199469877,-0.974808488724364,-2.21605251371753,-0.921321928074028
"35","IH","CW",9,0.2,0,0,0,0,32.06412,1103.8772,0,0,0,0,26.23447,141.978,0,64.4868,26.77859,1135.94132,168.75659,1304.69791,90.72127,7.1737268063696,5.12845738084199,7.03521694301736,4.50779183899962,0.797277978103928,18058.4599728584,32880.6099669933,69.729998588562,8.56411291334418,22.2007526249014,454.1298385,155613.267623901,10.9354838709677,-2.15717199469877,-0.974808488724364,-2.21605251371753,-0.921321928074028
"36","IH","CW",10,0.17,0,0,51.73941,17.52366,0,258.49966,0,24.22189,0,71.76653,30.55096,51.65844,0,48.15413,80.46079,423.75115,132.11923,555.87038,78.70509,6.32053513757527,4.88370477247049,6.04914637255528,4.36570782931671,1.84824671801157,18058.4599728584,32880.6099669933,69.729998588562,8.56411291334418,22.2007526249014,454.1298385,155613.267623901,10.9354838709677,-2.15717199469877,-0.974808488724364,-2.21605251371753,-0.921321928074028
"37","KC2","C",3,0.47,30.22823,0,25.58624,124.60755,0,382.3923,35.81193,0,0,11.39535,15.90685,87.50574,0,18.08673,0,610.0216,87.50574,697.52734,33.99358,6.54754171005995,4.47170439121198,6.41349436637651,3.52617168325734,1.53078930740628,30786.3800563812,24334.3700602259,148.96999835968,8.58086020891525,20.8879569345905,948.1707317,128302.892074585,10.8387096774194,-2.33321737131649,1.27791754313319,-2.37532414660983,1.12144033123388
"38","KC2","C",11,0.27,24.9567,194.03171,25.32308,212.60703,0,483.89395,0,0,0,8.508,14.44397,0,0,22.15023,5.28713,949.32047,5.28713,954.6076,36.5942,6.86130036598993,1.6652755655646,6.85574643391241,3.59988975790428,1.40122796196294,30786.3800563812,24334.3700602259,148.96999835968,8.58086020891525,20.8879569345905,948.1707317,128302.892074585,10.8387096774194,-2.33321737131649,1.27791754313319,-2.37532414660983,1.12144033123388
"39","KC2","CW",3,0.41,61.47251,0,72.23001,158.40591,0,378.20834,99.78745,10.12743,0,39.44743,11.28349,61.01111,0,26.86492,5.42003,819.67908,66.43114,886.11022,38.14841,6.78684134467369,4.19616592245117,6.70891289780104,3.64148407927346,1.83799315040348,30786.3800563812,24334.3700602259,148.96999835968,8.58086020891525,20.8879569345905,948.1707317,128302.892074585,10.8387096774194,-2.33321737131649,1.27791754313319,-2.37532414660983,1.12144033123388
"40","KC2","CW",11,0.13,66.856,134.40587,23.04888,304.01434,0,524.24683,54.22534,0,0,23.39249,9.42917,0,0,14.75478,7.63928,1130.18975,7.63928,1137.82903,24.18395,7.03687736614118,2.03330335789979,7.03014081796332,3.18568918999239,1.55061114881549,30786.3800563812,24334.3700602259,148.96999835968,8.58086020891525,20.8879569345905,948.1707317,128302.892074585,10.8387096774194,-2.33321737131649,1.27791754313319,-2.37532414660983,1.12144033123388
"41","LC","C",1,0.295,16.551305,0,0,479.479155,0,43.24159,39.638905,8.008715,0,0,8.09709,0,5.01497,72.96662,56.99687,586.91967,56.99687,643.91654,86.07868,6.43574774485763,3.8631380492506,6.31877929540242,4.40830630568511,1.16596907166295,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"42","LC","C",3,0.28,0,0,54.79696,34.41756,0,533.92438,0,55.0992,0,9.4424,15.20023,52.48858,0,70.35163,120.94405,687.6805,173.43263,861.11313,85.55186,6.75822588952455,5.15578922426724,6.53332434053624,4.44912274177339,1.50267340523226,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"43","LC","C",7,0.32,24.80297,0,26.2974,274.66934,0,383.35526,33.93338,22.79669,0,9.81245,13.10711,125.99339,0,25.82839,6.65563,775.66749,132.64902,908.31651,38.9355,6.8115928971568,4.88770669269366,6.65372393608613,3.66190643086251,1.63684870723123,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"44","LC","C",8,0.235,38.24234,0,18.708555,314.0567,0,202.744775,21.102415,43.86311,0,0,9.4635,156.551325,0,30.133955,2.75794,638.717895,159.309265,798.02716,39.597455,6.6809673188554,4.9377244115502,6.44278385564621,3.67843635546536,1.64830944294842,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"45","LC","C",10,0.2,19.05222,0,7.46026,112.92776,0,329.91315,18.795905,9.01992,0,8.149815,9.65109,41.101265,7.17916,59.810185,44.02903,505.31903,85.130295,590.449325,76.640435,6.3628468085413,4.44410847578596,6.19992031401197,4.13750597621892,1.57124478719681,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"46","LC","CW",1,0.075,44.77148,0,21.27059,280.658675,0,129.987005,42.56778,13.47441,0,9.44319,9.193045,43.59665,0,49.42428,34.279795,542.17313,77.876445,620.049575,58.617325,6.41858247623496,4.31807638471295,6.28680303801829,4.0703985716941,1.67443351772952,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"47","LC","CW",3,0.15,41.48827,0,0,298.67767,0,304.50839,15.77964,23.44389,14.31229,0,23.12212,184.47427,7.02239,21.48222,0,683.89786,198.78656,882.68442,51.62673,6.78296774147957,5.29223168630331,6.52780857898671,3.9440395616156,1.6290224047105,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"48","LC","CW",7,0.41,101.71136,0,21.04375,607.53119,0,452.87094,28.90315,0,52.6206,0,0,1036.76758,16.61243,65.40763,11.04292,1212.06039,1100.4311,2312.49149,82.02006,7.74608078937981,7.00345729110106,7.10007699212062,4.40696385149254,1.4960105099083,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"49","LC","CW",8,0.22,46.48981,0,14.949035,330.594025,4.923155,262.21608,17.918245,47.85472,90.17571,0,14.48045,249.54233,15.298175,57.670885,8.42649,724.94507,348.14453,1073.0896,87.44951,6.97671793237793,5.84643729498519,6.57671221811859,4.27635427622738,1.8046657638047,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"50","LC","CW",10,0.35,45.84322,0,13.90641,479.02588,17.9937,183.12926,10.44307,4.833195,4.462405,4.62451,11.37676,276.20898,0,41.756305,26.105675,759.799245,306.77706,1066.576305,53.133065,6.95131227239233,5.54345826309901,6.63121195318379,3.8863358091496,1.36402441409003,23755.13995827,53452.739972668,39885.029900922,5.67723117228226,17.0606182748387,1362.3,42686.39002426,10.9677419354839,-0.241869520033952,0.0726743214926179,-0.239775091000626,0.304738767270956
"51","LV1","C",4,0.15,0,0,198.04428,38.0809,44.98935,1562.80798,10.96738,254.03065,0,96.28424,25.33951,142.88864,11.83472,19.8246,6.28223,2205.20478,149.17087,2354.37565,56.99883,7.76403085452803,5.00509242742074,7.69857565431702,4.04303074130809,1.31275993032777,18249.9499893188,54495.85996175,160090.570127487,-1.62793011294918,11.1549193301358,2593.416641,109548.457748413,6.58064516129032,3.9875844825667,-0.462172905682881,4.08020510217366,-0.29262502440552
